Execution Time
100
100
36.93977880477905
38.718801736831665
100
100
100
41.617948055267334
90
49.820611000061035
49.98059797286987
90
100
51.29700493812561
52.89022517204285
90
90
90
62.41436982154846
90
90
90
90
90
90
100
100
100
35.89996814727783
40.36427187919617
40.88833999633789
42.173925161361694
44.22261905670166
44.37859606742859
46.90719389915466
90
49.34166669845581
90
90
51.09073209762573
100
53.96831297874451
90
90
56.71946406364441
90
90
90
90
90
100
100
100
100
36.929213762283325
37.988425970077515
38.257737159729004
90
38.978962898254395
100
41.57334804534912
90
49.236774921417236
90
54.253870248794556
56.311320066452026
90
90
90
90
90
66.41567301750183
90
90
90
90
100
100
100
100
90
37.59201693534851
38.65858602523804
40.84705901145935
40.83273124694824
43.5138099193573
44.89300775527954
100
48.94364380836487
49.205244064331055
51.72037220001221
90
90
52.955540895462036
90
61.137216091156006
90
90
90
68.73202705383301
